city,state_id,state_name,county_fips,county_name,zips
Beeville,TX,Texas,48025,Bee,78102
Cary,IL,Illinois,17111,McHenry,60013
North Wilkesboro,NC,North Carolina,37193,Wilkes,28659
North Aurora,IL,Illinois,17089,Kane,60542
Lithia Springs,GA,Georgia,13097,Douglas,30122
Bon Air,VA,Virginia,51041,Chesterfield,23235
Bensenville,IL,Illinois,17043,DuPage,60106 60105 60399
Eastlake,OH,Ohio,39085,Lake,44095 44097
Beaver Dam,WI,Wisconsin,55027,Dodge,53916
Safety Harbor,FL,Florida,12103,Pinellas,34695
Mattoon,IL,Illinois,17029,Coles,61938
Macomb,IL,Illinois,17109,McDonough,61455
North Druid Hills,GA,Georgia,13089,DeKalb,30329 30324 30033 30359
West Columbia,SC,South Carolina,45063,Lexington,29169 29171
Fayetteville,GA,Georgia,13113,Fayette,30214 30215
Sunland Park,NM,New Mexico,35013,Doña Ana,88063 88008
Estelle,LA,Louisiana,22051,Jefferson,70072
Mountain House,CA,California,6077,San Joaquin,95391
San Carlos Park,FL,Florida,12071,Lee,33967
Zachary,LA,Louisiana,22033,East Baton Rouge,70791
Kingsland,GA,Georgia,13039,Camden,31548
Marco Island,FL,Florida,12021,Collier,34145 34140 34146
Huntington,IN,Indiana,18069,Huntington,46750
Ingleside,TX,Texas,48409,San Patricio,78374 78362
Humacao,PR,Puerto Rico,72069,Humacao,00791 00792
Wantagh,NY,New York,36059,Nassau,11793
Lenoir,NC,North Carolina,37027,Caldwell,28645 28633
Concord,MO,Missouri,29189,St. Louis,63128 63123
Easton,MD,Maryland,24041,Talbot,21601
Burke Centre,VA,Virginia,51059,Fairfax,22015
Perry,GA,Georgia,13153,Houston,31069
Hannibal,MO,Missouri,29127,Marion,63401
Menasha,WI,Wisconsin,55139,Winnebago,54952
Oak Grove,OR,Oregon,41005,Clackamas,97222 97267 97268
Scarsdale,NY,New York,36119,Westchester,10583
Brenham,TX,Texas,48477,Washington,77833 77834
Ocean Springs,MS,Mississippi,28059,Jackson,39564 39566
Dallas,OR,Oregon,41053,Polk,97338
Woodcrest,CA,California,6065,Riverside,92508 92503 92504 92506
White Settlement,TX,Texas,48439,Tarrant,76108
Five Forks,SC,South Carolina,45045,Greenville,29681
Knightdale,NC,North Carolina,37183,Wake,27610 27545
Shenandoah,PA,Pennsylvania,42107,Schuylkill,17976
Ada,OK,Oklahoma,40123,Pontotoc,74820 74821
Crossville,TN,Tennessee,47035,Cumberland,38571 38555
Beltsville,MD,Maryland,24033,Prince George's,20705 20740 20697 20704
Colonia,NJ,New Jersey,34023,Middlesex,7067
Moraga,CA,California,6013,Contra Costa,94556 94575
Midway,FL,Florida,12113,Santa Rosa,32563
Steubenville,OH,Ohio,39081,Jefferson,43952 43953
Tavares,FL,Florida,12069,Lake,32778
Belgrade,MT,Montana,30031,Gallatin,59714
Takoma Park,MD,Maryland,24031,Montgomery,20912 20913
Dover,NJ,New Jersey,34027,Morris,7801
Lackawanna,NY,New York,36029,Erie,14218
Melville,NY,New York,36103,Suffolk,11747 11775
Wailuku,HI,Hawaii,15009,Maui,96793
Buckhall,VA,Virginia,51153,Prince William,20110 20111 20112
El Dorado,AR,Arkansas,5139,Union,71730 71731
Valle Vista,CA,California,6065,Riverside,92544
Cedar Mill,OR,Oregon,41067,Washington,97229 97296
Albert Lea,MN,Minnesota,27047,Freeborn,56007
Madison,NJ,New Jersey,34027,Morris,7940
Maitland,FL,Florida,12095,Orange,32751 32794 32799
Gretna,LA,Louisiana,22051,Jefferson,70056 70053 70054
Greenfield,CA,California,6053,Monterey,93927
Hinsdale,IL,Illinois,17043,DuPage,60521
Santa Fe Springs,CA,California,6037,Los Angeles,90670 90610 90671
Franklin Park,IL,Illinois,17031,Cook,60131
Bethpage,NY,New York,36059,Nassau,11714
East Massapequa,NY,New York,36059,Nassau,11762 11758
Kirksville,MO,Missouri,29001,Adair,63501
Nipomo,CA,California,6079,San Luis Obispo,93444
Centerville,UT,Utah,49011,Davis,84014
Butner,NC,North Carolina,37077,Granville,27522 27509
Salem,OH,Ohio,39029,Columbiana,44460
Tillmans Corner,AL,Alabama,1097,Mobile,36582 36619
Upper Grand Lagoon,FL,Florida,12005,Bay,32408 32407 32406 32411
Anoka,MN,Minnesota,27003,Anoka,55303
Pinewood,FL,Florida,12086,Miami-Dade,33168 33147 33167 33150
Laurel,VA,Virginia,51087,Henrico,23228
Amesbury,MA,Massachusetts,25009,Essex,1913
Marion,IL,Illinois,17199,Williamson,62922 62959
Tallmadge,OH,Ohio,39153,Summit,44278
Kingstowne,VA,Virginia,51059,Fairfax,22310 22315
Nanuet,NY,New York,36087,Rockland,10954
Dumont,NJ,New Jersey,34003,Bergen,7628
Maryland City,MD,Maryland,24003,Anne Arundel,20724
Shorewood,IL,Illinois,17197,Will,60404
Vero Beach,FL,Florida,12061,Indian River,32960 32963 32961 32964 32965 32969
Clemson,SC,South Carolina,45077,Pickens,29631 29632
Country Walk,FL,Florida,12086,Miami-Dade,33196 33186
Spanish Lake,MO,Missouri,29189,St. Louis,63138
Lake Mary,FL,Florida,12117,Seminole,32746 32795
Manassas Park,VA,Virginia,51685,Manassas Park,20111
Woodmere,NY,New York,36059,Nassau,11581 11598 11516
Lakeport,CA,California,6033,Lake,95453
Knik-Fairview,AK,Alaska,2170,Matanuska-Susitna,99654
Martinsburg,WV,West Virginia,54003,Berkeley,25403 25401 25404 25402
Tinton Falls,NJ,New Jersey,34025,Monmouth,07712 07724 07753
South Houston,TX,Texas,48201,Harris,77587
Jenison,MI,Michigan,26139,Ottawa,49428 49429
Redland,MD,Maryland,24031,Montgomery,20855 20877
Burlington,KY,Kentucky,21015,Boone,41005
Godfrey,IL,Illinois,17119,Madison,62035
Pendleton,OR,Oregon,41059,Umatilla,97801
Taylor,TX,Texas,48491,Williamson,76574
Pecan Grove,TX,Texas,48157,Fort Bend,77406
Nederland,TX,Texas,48245,Jefferson,77627
Colonial Heights,VA,Virginia,51570,Colonial Heights,23834
Stafford,TX,Texas,48157,Fort Bend,77477 77497
Willimantic,CT,Connecticut,9015,Windham,6226
Ocean Acres,NJ,New Jersey,34029,Ocean,08050 08005
La Marque,TX,Texas,48167,Galveston,77563 77568
Versailles,KY,Kentucky,21239,Woodford,40383 40384
Morris,IL,Illinois,17063,Grundy,60450
Lemont,IL,Illinois,17031,Cook,60439
Gainesville,VA,Virginia,51153,Prince William,20169 20155 20156
Sayre,PA,Pennsylvania,42015,Bradford,18840
Portland,TX,Texas,48409,San Patricio,78374 78390
Lindenwold,NJ,New Jersey,34007,Camden,8021
Clive,IA,Iowa,19153,Polk,50325
Oneonta,NY,New York,36077,Otsego,13820
Shippensburg,PA,Pennsylvania,42041,Cumberland,17257
Pampa,TX,Texas,48179,Gray,79065 79066
McKinleyville,CA,California,6023,Humboldt,95519
Ferndale,MD,Maryland,24003,Anne Arundel,21061
South Ogden,UT,Utah,49057,Weber,84405 84403
Albemarle,NC,North Carolina,37167,Stanly,28001 28002
Coalinga,CA,California,6019,Fresno,93210
North Canton,OH,Ohio,39151,Stark,44709 44720
La Vista,NE,Nebraska,31153,Sarpy,68128
Ashwaubenon,WI,Wisconsin,55009,Brown,54313 54115 54304
Dickson,TN,Tennessee,47043,Dickson,37029 37055 37056
North Adams,MA,Massachusetts,25003,Berkshire,1247
Waxhaw,NC,North Carolina,37179,Union,28173
Massapequa Park,NY,New York,36059,Nassau,11762
North Babylon,NY,New York,36103,Suffolk,11703
Wahiawa,HI,Hawaii,15003,Honolulu,96786
Bastrop,TX,Texas,48021,Bastrop,78602
Ammon,ID,Idaho,16019,Bonneville,83401 83406 83403
Yelm,WA,Washington,53067,Thurston,98576 98597
Lansdale,PA,Pennsylvania,42091,Montgomery,19446
Parole,MD,Maryland,24003,Anne Arundel,21401
Hybla Valley,VA,Virginia,51059,Fairfax,22306
Glenvar Heights,FL,Florida,12086,Miami-Dade,33143 33155
Palos Hills,IL,Illinois,17031,Cook,60465
Brownsville,FL,Florida,12086,Miami-Dade,33142 33188
Camano,WA,Washington,53029,Island,98282
Streator,IL,Illinois,17099,LaSalle,61364
Buffalo,MN,Minnesota,27171,Wright,55313
Lincoln,IL,Illinois,17107,Logan,62656
Sylacauga,AL,Alabama,1121,Talladega,35151 35150
Oconomowoc,WI,Wisconsin,55133,Waukesha,53066
Fort Hunt,VA,Virginia,51059,Fairfax,22306 22307 22308
Phoenixville,PA,Pennsylvania,42029,Chester,19460
East Cleveland,OH,Ohio,39035,Cuyahoga,44112
Mountain Home,ID,Idaho,16039,Elmore,83647
Americus,GA,Georgia,13261,Sumter,31709 31719
Republic,MO,Missouri,29077,Greene,65738 65619 65802
Glassmanor,MD,Maryland,24033,Prince George's,20745
Lemay,MO,Missouri,29189,St. Louis,63125
Buda,TX,Texas,48209,Hays,78610
Roosevelt,NY,New York,36059,Nassau,11575
Cutlerville,MI,Michigan,26081,Kent,49548 49315
Calverton,MD,Maryland,24031,Montgomery,20705 20904
Gainesville,TX,Texas,48097,Cooke,76240 76241
Southbridge,MA,Massachusetts,25027,Worcester,1550
Myrtle Grove,FL,Florida,12033,Escambia,32506 32511 32516
Lake St. Louis,MO,Missouri,29183,St. Charles,63367
Seagoville,TX,Texas,48113,Dallas,75159
Crescent City,CA,California,6015,Del Norte,95531 95532
Live Oak,CA,California,6087,Santa Cruz,95065 95062
Picayune,MS,Mississippi,28109,Pearl River,39426 39466 39463
Rosedale,CA,California,6029,Kern,93314
North Myrtle Beach,SC,South Carolina,45051,Horry,29582 29568 29566 29597
Wayne,MI,Michigan,26163,Wayne,48184
Bemidji,MN,Minnesota,27007,Beltrami,56601 56619
Goodlettsville,TN,Tennessee,47037,Davidson,37072 37070
Ham Lake,MN,Minnesota,27003,Anoka,55304
Fairburn,GA,Georgia,13121,Fulton,30268 30213
Bristol,VA,Virginia,51520,Bristol,24201 24202 24203 24205 24209
Lake Wales,FL,Florida,12105,Polk,33898 33853 33859
Clayton,MO,Missouri,29189,St. Louis,63105 63195 63199
New Port Richey,FL,Florida,12101,Pasco,34653 34652 34656
Truckee,CA,California,6057,Nevada,96161 96160
Lindsay,CA,California,6107,Tulare,93247
North Decatur,GA,Georgia,13089,DeKalb,30033
Cohoes,NY,New York,36001,Albany,12047
McComb,MS,Mississippi,28113,Pike,39648 39649
Highland Village,TX,Texas,48121,Denton,75077
Glenmont,MD,Maryland,24031,Montgomery,20906 20902
Bull Run,VA,Virginia,51153,Prince William,20109
Athens,TN,Tennessee,47107,McMinn,37303 37371
Auburndale,FL,Florida,12105,Polk,33823 33868
El Segundo,CA,California,6037,Los Angeles,90245
Mercedes,TX,Texas,48215,Hidalgo,78570
Bostonia,CA,California,6073,San Diego,92021
Artesia,CA,California,6037,Los Angeles,90701 90702
Norcross,GA,Georgia,13135,Gwinnett,30071
Yauco,PR,Puerto Rico,72153,Yauco,698
Batavia,NY,New York,36037,Genesee,14020
Morganton,NC,North Carolina,37023,Burke,28655 28680
Harrisburg,NC,North Carolina,37025,Cabarrus,28075
Murraysville,NC,North Carolina,37129,New Hanover,28411
Donaldsonville,LA,Louisiana,22005,Ascension,70346
Solvang,CA,California,6083,Santa Barbara,93463
Los Osos,CA,California,6079,San Luis Obispo,93402 93412
Groveton,VA,Virginia,51059,Fairfax,22306 22307
Washington,IL,Illinois,17179,Tazewell,61571
Live Oak,TX,Texas,48029,Bexar,78233
Lock Haven,PA,Pennsylvania,42035,Clinton,17745
Vienna,VA,Virginia,51059,Fairfax,22180 22183
Country Club Hills,IL,Illinois,17031,Cook,60478
Streetsboro,OH,Ohio,39133,Portage,44241
Jasper,IN,Indiana,18037,Dubois,47546 47549
Eden,NC,North Carolina,37157,Rockingham,27288 27289
Pearl River,NY,New York,36087,Rockland,10965 10962
Douglas,AZ,Arizona,4003,Cochise,85608 85607 85655
Crowley,TX,Texas,48439,Tarrant,76036
Highland Springs,VA,Virginia,51087,Henrico,23075 23223
Cinco Ranch,TX,Texas,48157,Fort Bend,77494 77450
Wolf Trap,VA,Virginia,51059,Fairfax,22181 22182
Chickasha,OK,Oklahoma,40051,Grady,73018 73023
New Milford,NJ,New Jersey,34003,Bergen,7646
Kings Park,NY,New York,36103,Suffolk,11754
Groveland,FL,Florida,12069,Lake,34736 34737
Ojus,FL,Florida,12086,Miami-Dade,33179 33180
East Riverdale,MD,Maryland,24033,Prince George's,20781 20737
Mount Pleasant,TX,Texas,48449,Titus,75455 75456
River Falls,WI,Wisconsin,55093,Pierce,54022
Four Corners,OR,Oregon,41047,Marion,97301 97317
Hernando,MS,Mississippi,28033,DeSoto,38632 38651
Hillcrest Heights,MD,Maryland,24033,Prince George's,20748
Ripon,CA,California,6077,San Joaquin,95366
Monroe,GA,Georgia,13297,Walton,30656 30655
Adelphi,MD,Maryland,24033,Prince George's,20783 20903 20787
Rio Linda,CA,California,6067,Sacramento,95673
Bluffdale,UT,Utah,49035,Salt Lake,84065
Storrs,CT,Connecticut,9013,Tolland,06269 06268
Hazel Park,MI,Michigan,26125,Oakland,48030
Burley,ID,Idaho,16031,Cassia,83318
Aurora,OH,Ohio,39133,Portage,44202
Donna,TX,Texas,48215,Hidalgo,78537
Stanford,CA,California,6085,Santa Clara,94305 94309
Red Wing,MN,Minnesota,27049,Goodhue,55089 55066
Fallon,NV,Nevada,32001,Churchill,89406 89407 89496
Fairview Heights,IL,Illinois,17163,St. Clair,62208
Celina,TX,Texas,48085,Collin,75009 75078
Gun Barrel City,TX,Texas,48213,Henderson,75156
Morton,IL,Illinois,17179,Tazewell,61550 61650
Port Jervis,NY,New York,36071,Orange,12771
Red Hill,SC,South Carolina,45051,Horry,29588 29526 29579
Kaukauna,WI,Wisconsin,55087,Outagamie,54130
Addison,TX,Texas,48113,Dallas,75254 75001 75391
Fort Thomas,KY,Kentucky,21037,Campbell,41075
Mebane,NC,North Carolina,37001,Alamance,27302
Mount Holly,NC,North Carolina,37071,Gaston,28120 28012 28236
Conyers,GA,Georgia,13247,Rockdale,30013 30012 30094
East San Gabriel,CA,California,6037,Los Angeles,91775
Centerton,AR,Arkansas,5007,Benton,72712 72719
Stuart,FL,Florida,12085,Martin,34994 34996 34957
Sikeston,MO,Missouri,29201,Scott,63801
Sulphur Springs,TX,Texas,48223,Hopkins,75482 75483
Vincent,CA,California,6037,Los Angeles,91722 91702
Boulder City,NV,Nevada,32003,Clark,89046 89005 89006
Centralia,IL,Illinois,17121,Marion,62801
Dixon,IL,Illinois,17103,Lee,61021
Troutdale,OR,Oregon,41051,Multnomah,97060
Mount Clemens,MI,Michigan,26099,Macomb,48043 48046
Fairview Park,OH,Ohio,39035,Cuyahoga,44126
Discovery Bay,CA,California,6013,Contra Costa,94505
Stallings,NC,North Carolina,37179,Union,28104
Cambridge,MN,Minnesota,27059,Isanti,55008
Frankfort,IN,Indiana,18023,Clinton,46041
Westchester,IL,Illinois,17031,Cook,60154
Center Point,AL,Alabama,1073,Jefferson,35215
Canyon,TX,Texas,48381,Randall,79016 79015
West Haven,UT,Utah,49057,Weber,84401 84402
Washougal,WA,Washington,53011,Clark,98671
Bridgeview,IL,Illinois,17031,Cook,60455 60454
Troy,MO,Missouri,29113,Lincoln,63379
Cherryland,CA,California,6001,Alameda,94541
Lebanon,IN,Indiana,18011,Boone,46052
Griffith,IN,Indiana,18089,Lake,46319
Villa Rica,GA,Georgia,13045,Carroll,30180
Alma,MI,Michigan,26057,Gratiot,48801
Fort Leonard Wood,MO,Missouri,29169,Pulaski,65473
Long Beach,MS,Mississippi,28047,Harrison,39560
Lady Lake,FL,Florida,12069,Lake,32159 32158 32163
Aberdeen,MD,Maryland,24025,Harford,21001
Welby,CO,Colorado,8001,Adams,80229
Indianola,IA,Iowa,19181,Warren,50125
Washington,NC,North Carolina,37013,Beaufort,27817 27889
Phelan,CA,California,6071,San Bernardino,92371
Lakeway,TX,Texas,48453,Travis,78669 78738 78734
Dyer,IN,Indiana,18089,Lake,46311
Archer Lodge,NC,North Carolina,37101,Johnston,27591 27527
Niceville,FL,Florida,12091,Okaloosa,32578 32588
Clearlake,CA,California,6033,Lake,95422 95424
Fillmore,CA,California,6111,Ventura,93015 93016
Hood River,OR,Oregon,41027,Hood River,97031
Bellevue,WI,Wisconsin,55009,Brown,54311 54115
Spanish Springs,NV,Nevada,32031,Washoe,89441 89436
New Haven,IN,Indiana,18003,Allen,46774 46803 46806
New River,AZ,Arizona,4013,Maricopa,85086 85087
Sayville,NY,New York,36103,Suffolk,11796 11782
Millbrook,AL,Alabama,1051,Elmore,36054 36022
Walnut Park,CA,California,6037,Los Angeles,90255
Carthage,MO,Missouri,29097,Jasper,64836
Prospect Heights,IL,Illinois,17031,Cook,60070
King City,CA,California,6053,Monterey,93930
Opa-locka,FL,Florida,12086,Miami-Dade,33054
Pataskala,OH,Ohio,39089,Licking,43062 43073
Sunset,FL,Florida,12086,Miami-Dade,33173
Grandville,MI,Michigan,26081,Kent,49418 49468
Hibbing,MN,Minnesota,27137,St. Louis,55746
Sarasota Springs,FL,Florida,12115,Sarasota,34232
Laguna Woods,CA,California,6059,Orange,92637 92654
Hope Mills,NC,North Carolina,37051,Cumberland,28348 28306
Floral Park,NY,New York,36059,Nassau,11001 11002
Sierra Vista Southeast,AZ,Arizona,4003,Cochise,85650 85615 85636
White Center,WA,Washington,53033,King,98106 98146 98168
Wilmington Island,GA,Georgia,13051,Chatham,31410
Easthampton,MA,Massachusetts,25015,Hampshire,1027
Humble,TX,Texas,48201,Harris,77338 77396 77347
Parkway,CA,California,6067,Sacramento,95823 94206
Payson,AZ,Arizona,4007,Gila,85541 85547
Port Washington,NY,New York,36059,Nassau,11050 11051 11054
Circleville,OH,Ohio,39129,Pickaway,43113
East Rancho Dominguez,CA,California,6037,Los Angeles,90221
Fullerton,PA,Pennsylvania,42077,Lehigh,18052
Sterling,CO,Colorado,8075,Logan,80751
South River,NJ,New Jersey,34023,Middlesex,8882
Powder Springs,GA,Georgia,13067,Cobb,30127
Flowing Wells,AZ,Arizona,4019,Pima,85705
Purcellville,VA,Virginia,51107,Loudoun,20132 20134
Greenwood Village,CO,Colorado,8005,Arapahoe,80121 80111
Eggertsville,NY,New York,36029,Erie,14226
Farmingville,NY,New York,36103,Suffolk,11738
Andrews,TX,Texas,48003,Andrews,79714
Blytheville,AR,Arkansas,5093,Mississippi,72315 72316
Shively,KY,Kentucky,21111,Jefferson,40216 40256
North Arlington,NJ,New Jersey,34003,Bergen,7031
Mitchell,SD,South Dakota,46035,Davison,57301
McFarland,CA,California,6029,Kern,93250
Graham,NC,North Carolina,37001,Alamance,27253 27216
Palmetto Estates,FL,Florida,12086,Miami-Dade,33157
Tanque Verde,AZ,Arizona,4019,Pima,85749 85748
Elkton,MD,Maryland,24015,Cecil,21921 21922
Parlier,CA,California,6019,Fresno,93648
Three Lakes,FL,Florida,12086,Miami-Dade,33186
Fate,TX,Texas,48397,Rockwall,75087 75189 75132
Riverdale,GA,Georgia,13063,Clayton,30274 30296 30287 30374
Fort Mohave,AZ,Arizona,4015,Mohave,86426 86427
Chubbuck,ID,Idaho,16005,Bannock,83202
West University Place,TX,Texas,48201,Harris,77005 77265 77277
Newton,IA,Iowa,19099,Jasper,50208
Miami,OK,Oklahoma,40115,Ottawa,74354 74355
McMinnville,TN,Tennessee,47177,Warren,37110 37111
Longwood,FL,Florida,12117,Seminole,32750
Overland,MO,Missouri,29189,St. Louis,63114 63132
Dunn,NC,North Carolina,37085,Harnett,28334 28335
Houghton,MI,Michigan,26061,Houghton,49931
Ladson,SC,South Carolina,45015,Berkeley,29456
Blackfoot,ID,Idaho,16011,Bingham,83221
Buford,GA,Georgia,13135,Gwinnett,30518 30519 30515
Lake Geneva,WI,Wisconsin,55127,Walworth,53147
Harrison,OH,Ohio,39061,Hamilton,45030
La Grande,OR,Oregon,41061,Union,97850
East Highland Park,VA,Virginia,51087,Henrico,23222 23223
Glen Allen,VA,Virginia,51087,Henrico,23060 23059 23058
Seven Oaks,SC,South Carolina,45063,Lexington,29212 29210 29227
Groves,TX,Texas,48245,Jefferson,77619
Mastic,NY,New York,36103,Suffolk,11950
Hermitage,PA,Pennsylvania,42085,Mercer,16148
Cloverly,MD,Maryland,24031,Montgomery,20905
Talladega,AL,Alabama,1121,Talladega,35160 35161
Hartford,WI,Wisconsin,55131,Washington,53027
Holly Springs,GA,Georgia,13057,Cherokee,30114 30115 30142
Belvedere Park,GA,Georgia,13089,DeKalb,30032 30030
Hayden,ID,Idaho,16055,Kootenai,83835
Middleburg Heights,OH,Ohio,39035,Cuyahoga,44130
La Palma,CA,California,6059,Orange,90623
Mount Vernon,IL,Illinois,17081,Jefferson,62864
Avocado Heights,CA,California,6037,Los Angeles,91746 90601
Pacific Grove,CA,California,6053,Monterey,93950
Asbury Park,NJ,New Jersey,34025,Monmouth,7712
Pulaski,VA,Virginia,51155,Pulaski,24301
Northview,MI,Michigan,26081,Kent,49525
Bellmore,NY,New York,36059,Nassau,11710
Berkley,MI,Michigan,26125,Oakland,48072
Washington,NJ,New Jersey,34041,Warren,7882
Westbury,NY,New York,36059,Nassau,11590
Grosse Pointe Woods,MI,Michigan,26163,Wayne,48236
Hueytown,AL,Alabama,1073,Jefferson,35023 35061
La Grange,IL,Illinois,17031,Cook,60525
Aldine,TX,Texas,48201,Harris,77060 77037 77039
Bradley,IL,Illinois,17091,Kankakee,60915 60914
Southchase,FL,Florida,12095,Orange,32824 32837
Wilkinsburg,PA,Pennsylvania,42003,Allegheny,15221
Kerman,CA,California,6019,Fresno,93630
Hugo,MN,Minnesota,27163,Washington,55110 55038
Fords,NJ,New Jersey,34023,Middlesex,08863 07095 08840
Damascus,MD,Maryland,24031,Montgomery,20872 20882
South Farmingdale,NY,New York,36059,Nassau,11758 11735
Mineral Wells,TX,Texas,48363,Palo Pinto,76088 76067 76068
Bay Village,OH,Ohio,39035,Cuyahoga,44140
Candelaria,PR,Puerto Rico,72137,Toa Baja,949
Elk Plain,WA,Washington,53053,Pierce,98387 98338
Weston,WI,Wisconsin,55073,Marathon,54476
Hereford,TX,Texas,48117,Deaf Smith,79045
Galion,OH,Ohio,39033,Crawford,44833
College Park,GA,Georgia,13121,Fulton,30337 30349 30272
Dentsville,SC,South Carolina,45079,Richland,29223
Grovetown,GA,Georgia,13073,Columbia,30813
Pleasanton,TX,Texas,48013,Atascosa,78064
Great Bend,KS,Kansas,20009,Barton,67530
Gantt,SC,South Carolina,45045,Greenville,29673 29605
Rossville,MD,Maryland,24005,Baltimore,21236 21237
Englewood,FL,Florida,12115,Sarasota,34223 34224
West Park,FL,Florida,12011,Broward,33023
Jamestown,ND,North Dakota,38093,Stutsman,58401 58402 58405
North New Hyde Park,NY,New York,36059,Nassau,11042 11040
West Richland,WA,Washington,53005,Benton,99320 99353
Park City,UT,Utah,49043,Summit,84060 84068
Oldsmar,FL,Florida,12103,Pinellas,34677 34685
Washington Court House,OH,Ohio,39047,Fayette,43160
Coto de Caza,CA,California,6059,Orange,92679
Seaford,NY,New York,36059,Nassau,11783
Kenmore,NY,New York,36029,Erie,14217
Depew,NY,New York,36029,Erie,14043
Susanville,CA,California,6035,Lassen,96130 96127
Vandalia,OH,Ohio,39113,Montgomery,45414 45377
Willow Grove,PA,Pennsylvania,42091,Montgomery,19090
Ocean Pointe,HI,Hawaii,15003,Honolulu,96706
Fort Carson,CO,Colorado,8041,El Paso,80902 80913
Beech Grove,IN,Indiana,18097,Marion,46107 46203
Hewitt,TX,Texas,48309,McLennan,76643
Newport,KY,Kentucky,21037,Campbell,41071 41072
Tehachapi,CA,California,6029,Kern,93561 93581
Astoria,OR,Oregon,41007,Clatsop,97103
Alamo,CA,California,6013,Contra Costa,94507 94529
Taft,CA,California,6029,Kern,93252 93268
Ferndale,WA,Washington,53073,Whatcom,98248
Livingston,CA,California,6047,Merced,95334
Whitewater,WI,Wisconsin,55127,Walworth,53190
Clarksdale,MS,Mississippi,28027,Coahoma,38614
West Lealman,FL,Florida,12103,Pinellas,33709
Franklin Park,PA,Pennsylvania,42003,Allegheny,15237 15090 15143
Ramsey,NJ,New Jersey,34003,Bergen,7446
New Freedom,PA,Pennsylvania,42133,York,17349
Alpine,CA,California,6073,San Diego,91901 91903
Great Falls,VA,Virginia,51059,Fairfax,22066
Yankton,SD,South Dakota,46135,Yankton,57078
London,OH,Ohio,39097,Madison,43140
New Cassel,NY,New York,36059,Nassau,11590
Salem Lakes,WI,Wisconsin,55059,Kenosha,53168 53192 53179 53170 53102 53109 53194
Brooklyn Park,MD,Maryland,24003,Anne Arundel,21225
Hampton Bays,NY,New York,36103,Suffolk,11946
Jackson,MO,Missouri,29031,Cape Girardeau,63755
Yazoo City,MS,Mississippi,28163,Yazoo,39194
Mount Washington,KY,Kentucky,21029,Bullitt,40047
Jacksonville,TX,Texas,48073,Cherokee,75766
California,MD,Maryland,24037,St. Mary's,20653 20619 20634
Grimes,IA,Iowa,19153,Polk,50111
Bellair-Meadowbrook Terrace,FL,Florida,12019,Clay,32073
Lamont,CA,California,6029,Kern,93307 93241
Lebanon,MO,Missouri,29105,Laclede,65536
Hot Springs Village,AR,Arkansas,5125,Saline,71909 71910
St. Simons,GA,Georgia,13127,Glynn,31522
Campbellsville,KY,Kentucky,21217,Taylor,42718 42719
Bedford,IN,Indiana,18093,Lawrence,47421
Nocatee,FL,Florida,12109,St. Johns,32081
Tonawanda,NY,New York,36029,Erie,14150 14151
Cambridge,OH,Ohio,39059,Guernsey,43725
Lemon Hill,CA,California,6067,Sacramento,95824
Kemp Mill,MD,Maryland,24031,Montgomery,20901 20902
Calera,AL,Alabama,1117,Shelby,35040
Youngsville,LA,Louisiana,22055,Lafayette,70592
Royse City,TX,Texas,48397,Rockwall,75189
Azalea Park,FL,Florida,12095,Orange,32822 32807 32857
Hartsville,SC,South Carolina,45031,Darlington,29550 29551
Worthington,OH,Ohio,39049,Franklin,43085
Las Vegas,NM,New Mexico,35047,San Miguel,87701
Pierre,SD,South Dakota,46065,Hughes,57501
Southern Pines,NC,North Carolina,37125,Moore,28374 28387 28388
Hershey,PA,Pennsylvania,42043,Dauphin,17033 17036
Berea,SC,South Carolina,45045,Greenville,29617 29611
Saraland,AL,Alabama,1097,Mobile,36571
El Dorado,KS,Kansas,20015,Butler,67042
Manor,TX,Texas,48453,Travis,78653
Williamstown,NJ,New Jersey,34015,Gloucester,8094
Paradise Valley,AZ,Arizona,4013,Maricopa,85253
Pewaukee,WI,Wisconsin,55133,Waukesha,53072 53702 53186 53188
Falls Church,VA,Virginia,51610,Falls Church,22046 22040
Gonzalez,FL,Florida,12033,Escambia,32533 32534 32560
Port Orchard,WA,Washington,53035,Kitsap,98366 98367
Forest City,FL,Florida,12117,Seminole,32714 32703
Muscle Shoals,AL,Alabama,1033,Colbert,35661 35662
Jennings,MO,Missouri,29189,St. Louis,63136
Henderson,TX,Texas,48401,Rusk,75652 75654 75653 75680
Connersville,IN,Indiana,18041,Fayette,47331
Royal Kunia,HI,Hawaii,15003,Honolulu,96797
Metuchen,NJ,New Jersey,34023,Middlesex,8840
Grain Valley,MO,Missouri,29095,Jackson,64029
Mount Dora,FL,Florida,12069,Lake,32757 32756
Glasgow,KY,Kentucky,21009,Barren,42141 42142
Fraser,MI,Michigan,26099,Macomb,48026
Ewa Beach,HI,Hawaii,15003,Honolulu,96706 96709
Sun Lakes,AZ,Arizona,4013,Maricopa,85248
Corinth,MS,Mississippi,28003,Alcorn,38834 38835
Hartselle,AL,Alabama,1103,Morgan,35640
Thonotosassa,FL,Florida,12057,Hillsborough,33592 33584
Fostoria,OH,Ohio,39147,Seneca,44830
Tenafly,NJ,New Jersey,34003,Bergen,7670
Halawa,HI,Hawaii,15003,Honolulu,96701 96818
Chaparral,NM,New Mexico,35013,Doña Ana,88081
